scheme_name,state,ministry,category,tags,scheme_details,benefits,eligibility,application_process,documents_required,url,last_verified,search_text
Aromatic Plants Cultivation - Centre for Aromatic Plants,Uttarakhand,,"['Agriculture,Rural & Environment']","['Aromatic', 'Farmer', 'Aromatic Plants', 'Cultivation']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/apccap,2026-03-16,Aromatic Plants Cultivation - Centre for Aromatic Plants Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Dairy Equipment Scheme,Goa,,"['Agriculture,Rural & Environment']","['Farmer', 'Dairy', 'Subsidy', 'Equipment', 'Livestock', 'Agriculture', 'Machinery']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/des-g,2026-03-16,Dairy Equipment Scheme Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Goa
Kisan Credit Card Scheme for Fisheries- Chief Minister Fishermen Prosperity Scheme,Madhya Pradesh,,"['Agriculture,Rural & Environment', 'Banking,Financial Services and Insurance']","['Credit Card', 'Loan', 'Fishermen', 'Fish Farmer']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/kccsf-cmfps,2026-03-16,Kisan Credit Card Scheme for Fisheries- Chief Minister Fishermen Prosperity Scheme Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Madhya Pradesh
Teelu Rauteli Pension Scheme,Uttarakhand,,"['Social welfare & Empowerment', 'Agriculture,Rural & Environment']","['Pension', 'Agricultural Activities', 'Disability', 'PwD']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/dp-f,2026-03-16,Teelu Rauteli Pension Scheme Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Training Programme for Sugarcane Farmers,Uttarakhand,,"['Agriculture,Rural & Environment', 'Skills & Employment']","['Sugarcane Cultivation', 'Training', 'Sugarcane Farmer', 'Sugarcane']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/trainsugarfarmers,2026-03-16,Training Programme for Sugarcane Farmers Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Silage evam Dudharu Pashu Poshan Yojana,Uttarakhand,,"['Agriculture,Rural & Environment']","['Silage', 'Milk', 'Cooperative Society', 'Milch Animals', 'Dairy', 'Animal Nutrition']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/sedpy,2026-03-16,Silage evam Dudharu Pashu Poshan Yojana Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Dugdh Mulya Protsahan Yojana,Uttarakhand,,"['Agriculture,Rural & Environment']","['Financial Assistance', 'Milk', 'Cooperative Society', 'Milk Production', 'Cattle']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/dmpy,2026-03-16,Dugdh Mulya Protsahan Yojana Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Fish Farming Diversification (Scheduled Caste / Scheduled Tribe) Scheme,Uttarakhand,,"['Agriculture,Rural & Environment']","['Subsidy', 'Scheduled Caste', 'Scheduled Tribe', 'Fish Farmer', 'Fish Farming', 'Poultry Farming']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/ffds,2026-03-16,Fish Farming Diversification (Scheduled Caste / Scheduled Tribe) Scheme Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Silkworm Rearing Chamber,Uttarakhand,,"['Agriculture,Rural & Environment']","['Rearing Chamber', 'Silk', 'Silkworm Rearing', 'Silkworm', 'Sericulture']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/kk,2026-03-16,Silkworm Rearing Chamber Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Silk Tree Plantation,Uttarakhand,,"['Agriculture,Rural & Environment']","['Sericulture', 'Silk Tree Plantation', 'Farmer', 'Silkworms', 'Silk']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/rv,2026-03-16,Silk Tree Plantation Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Silkworm Rearing Equipment,Uttarakhand,,"['Agriculture,Rural & Environment']","['Silk', 'Rearing Equipment', 'Silkworm', 'Sericulture']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/ku,2026-03-16,Silkworm Rearing Equipment Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Mukhyamantri Ekeekrit Bagwani Vikas Yojana,Uttarakhand,,"['Agriculture,Rural & Environment']","['Horticulture', 'Horticulture Development', 'Farmer', 'Subsidy']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/mebvy,2026-03-16,Mukhyamantri Ekeekrit Bagwani Vikas Yojana Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Financial Assistance to Boat owner / Fishermen Captured by Pakistan Marine Security Agency (PMSA),Dadra & Nagar Haveli and Daman & Diu,,"['Agriculture,Rural & Environment']","['Financial Assistance', 'Fisherman', 'Boat Owner', 'PMSA', 'Subsidy', 'Fishing Vessels']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/fabofpak,2026-03-16,Financial Assistance to Boat owner / Fishermen Captured by Pakistan Marine Security Agency (PMSA) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Dadra & Nagar Haveli and Daman & Diu
Payment Related to Wheat Procurement,Madhya Pradesh,,"['Agriculture,Rural & Environment']","['Farmer', 'Financial Assistance', 'Wheat', 'Price']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/prtwp,2026-03-16,Payment Related to Wheat Procurement Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Madhya Pradesh
